노선명,노선번호,시도명,시군구명,도로구간-기점,도로구간-종점,도로구간-기점(위도),도로구간-기점(경도),도로구간-종점(위도),도로구간-종점(경도),주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
들성로5R-9,,경상북도,구미시,경상북도 구미시 고아읍 원호리 118-5,경상북도 구미시 고아읍 문성리 623,36.157262,128.336791,36.160381,128.342378,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로5R-10,,경상북도,구미시,경상북도 구미시 고아읍 원호리 118-5,경상북도 구미시 고아읍 문성리 623,36.157262,128.336791,36.160381,128.342378,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신항로L,,울산광역시,남구,울산광역시 남구 황성동 733-1,울산광역시 남구 황성동 33-3,,,,,,2.83,,3,,,울산광역시청 종합건설본부,,2025-02-12,6310000,울산광역시
들성로5R-11,,경상북도,구미시,경상북도 구미시 고아읍 원호리 118-5,경상북도 구미시 고아읍 문성리 623,36.157262,128.336791,36.160381,128.342378,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로5R-12,,경상북도,구미시,경상북도 구미시 고아읍 원호리 118-5,경상북도 구미시 고아읍 문성리 623,36.157262,128.336791,36.160381,128.342378,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로5R-13,,경상북도,구미시,경상북도 구미시 고아읍 원호리 118-5,경상북도 구미시 고아읍 문성리 623,36.157262,128.336791,36.160381,128.342378,,0.04,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-1,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-2,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-3,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-4,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-5,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-6,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-7,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-8,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-9,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-10,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-11,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-12,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-13,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-14,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-15,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-16,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-17,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-18,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-19,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로6R-20,,경상북도,구미시,경상북도 구미시 고아읍 문성리 623,경상북도 구미시 고아읍 문성리 1046-1,36.160497,128.342487,36.162541,128.353421,,0.01,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-1,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-2,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-3,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신항로R,,울산광역시,남구,울산광역시 남구 황성동 33-3,울산광역시 남구 황성동 731-3,,,,,,3.54,,1.2,,,울산광역시청 종합건설본부,,2025-02-12,6310000,울산광역시
들성로1L-4,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-5,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-6,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-7,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-8,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-9,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-10,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-11,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-12,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-13,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-14,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-15,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-16,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-17,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-18,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-19,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-20,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-21,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-22,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-23,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-24,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-25,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
들성로1L-26,,경상북도,구미시,경상북도 구미시 도량동 816-36,경상북도 구미시 고아읍 문성리 623,36.152082,128.323197,36.160349,128.342509,,0.05,,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
