auser_ntrs_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,pltc_dgnt_cont,ecnm_dgnt_cont,sct_dgnt_cont,lilhd_dgnt_cont,wrld_dgnt_cont,it_dgnt_cont,sprt_dgnt_cont,tv_etmn_dgnt_cont,main_ntrs_cd,info_obtn_site_url,info_obtn_site_subjc_nm
D***24,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강서구,등촌1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,KT,,,,,,,스포츠,,사회,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=477&aid=0000208802,"[잠실 게임노트] 페게로 결승 3점포 LG 연장 10회 6-3 진땀승, 두산 5연승 저지 :: 네이버스포츠"
D***72,201908**,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,역곡2동,,삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001352101,가을꽃 만발 황룡강 꽃잔치로 오세요
D***22,201908**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,인천,부평구,갈산동,,애플,LG U+,,,,,,,,TV연예,사회,https://m.entertain.naver.com/comment/list?oid=076&aid=0003399784,"태연, 브라톱 입고 과감한 셀카…유리도 감탄한 섹시美 :: 네이버 TV연예"
D***70,201908**,M,3,무직,"1,000만원 이상",아니오,          ,오피스텔,제주,제주시,회천동,,,휴대전화 사용안함,,,사회,,,,,,사회,https://n.news.naver.com/article/005/0001215461,김포 도시철도 개... :: 네이버 뉴스
D***89,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,부산,사하구,당리동,,애플,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/005/0001189258?ntype=RANKING,[현장영상] 박유... :: 네이버 뉴스
D***04,201908**,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,계양구,효성1동,,삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003032239,"윤석열 “검찰개혁, 국민 뜻 받들 것”… 檢, 조국 수사 원칙대로 간다"
D***31,201908**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,신림동,,애플,SKT,,,,생활,,,,,사회,https://m.news.naver.com/read.nhn?aid=0010740554&oid=056&sid1=103,"[날씨] 태풍 ‘링링’ 북상, 점차 전국 직접 영향"
D***26,201908**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,시흥시,은행동,"경차 (모닝, 스파크 등)",애플,LG U+,,,,,,IT,,,사회,https://n.news.naver.com/article/092/0002159343,5G 데이터 완전무... :: 네이버 뉴스
D***30,201908**,M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,단독주택,경기,평택시,오성면,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=119&aid=0002339263,‘이것도 야구냐?’ 황당 수비에 자멸한 롯데 :: 네이버스포츠
D***37,201908**,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,경주시,현곡면,"경차 (모닝, 스파크 등)",삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=025&aid=0002938610&sid1=102&date=2019092018&ntype=MEMORANKING,"성행위 있었지만 성접대 아니다 경찰, 양현석 무혐의 결론"
D***12,201908**,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,아파트/ 주상복합,서울,강북구,삼양동,,애플,KT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?sid1=110&oid=437&aid=0000223335&mode=LSD,[이슈플러스] 성폭력으로 이어진 아동 성착취 영상…목사·교사도
D***27,201908**,M,2,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,아니오,          ,아파트/ 주상복합,부산,해운대구,재송동,,삼성,LG U+,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=477&aid=0000189501,믿기 힘든 류현진 루틴…뷸러 난 따라 하면 다칠걸 :: 네이버스포츠
D***83,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,도봉구,쌍문1동,,삼성,KT,,,사회,,,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=001&aid=0011210009&sid1=102&date=2019111320&ntype=MEMORANKING,가수 정준영에 징역 7년 구형…도덕적으로 미안하게 생각(종합)
D***86,201908**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,북구,문흥1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,세계,,,,사회,https://n.news.naver.com/article/023/0003459010,美캘리포니아서 ... :: 네이버 뉴스
D***45,201908**,M,2,,,      ,          ,,대전,서구,탄방동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/437/0000210454,대중가요 부르고 ... :: 네이버 뉴스
D***57,201908**,F,5,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,단독주택,경남,거창군,거창읍,,삼성,LG U+,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?aid=0009154594&oid=003&sid1=102,"경찰, 14개월 영... :: 네이버 뉴스"
D***95,201908**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,경기,수원시 권선구,금곡동,"경차 (모닝, 스파크 등)",삼성,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/079/0003247099,경찰서 옆에 장례... :: 네이버 뉴스
D***,201908**,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,광진구,중곡1동,,LG,SKT,,,,생활,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=103&oid=056&aid=0010731314,[날씨] 밤부터 전... :: 네이버 뉴스
D***,201908**,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,광진구,중곡1동,,LG,SKT,정치,,,,,,,,사회,https://n.news.naver.com/article/032/0002956476,아베 4인방 폭주.... :: 네이버 뉴스
D***,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=139&aid=0002116248,“크랙이 나타났다” 호날두 제압한 펠릭스 향해 찬사 :: 네이버스포츠
D***,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kfootball/news/read.nhn?oid=117&aid=0003258563,"장윤호, 전북에선 몰랐어요, 이기는 게 이렇게 힘든 줄 :: 네이버스포츠"
D***,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,경제,,,,,,,스포츠,https://n.news.naver.com/article/001/0011012993,막말 영상 논란... :: 네이버 뉴스
D***,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,생활,,,,,스포츠,https://n.news.naver.com/article/025/0002928682,전자제품 큰 고장... :: 네이버 뉴스
D***,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,세계,,,,스포츠,https://n.news.naver.com/article/032/0002956481,"삼성, 벨기에서 ... :: 네이버 뉴스"
D***,201908**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,정치,,,,,,,,스포츠,https://n.news.naver.com/article/437/0000217141,[비하인드 뉴스] ... :: 네이버 뉴스
D***,201908**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,단독주택,부산,강서구,대저2동,"경차 (모닝, 스파크 등)",삼성,LG U+,,,,,,,,TV연예,사회,https://m.entertain.naver.com/ranking,많이 본 뉴스 :: 네이버 TV연예
D***,201908**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,단독주택,부산,강서구,대저2동,"경차 (모닝, 스파크 등)",삼성,LG U+,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0009394329,태풍 레끼마 영향... :: 네이버 뉴스
D***,201908**,F,2,,,      ,          ,,경북,경산시,옥곡동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=109&aid=0004065158,"마운드 오른 포수, 정체불명의 마구…구속·구종 측정 불가 :: 네이버스포츠"
D***,201908**,F,3,,,      ,          ,,제주,제주시,건입동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=422&aid=0000399275,검찰 칼 끝 조국으로…부인·동생 투트랙 조사
D***,201908**,M,4,,,      ,          ,,인천,연수구,송도동,,,,,,,,세계,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=025&aid=0002944257&ntype=RANKING&rc=N,최악 1000㎜ 폭우 쏟아졌다…공포의 일본 각자 목숨 지켜라
D***,201908**,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,전농동,,삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=410&aid=0000626485,"美매체 “에인절스, 류현진 7년 계약 고려해 봐야” :: 네이버스포츠"
D***,201908**,M,3,,,      ,          ,,부산,금정구,두구동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/018/0004377493,중학생 집단폭행 ... :: 네이버 뉴스
D***,201908**,M,3,,,      ,          ,,강원,동해시,천곡동,,,,,,사회,,,,,,스포츠,https://n.news.naver.com/article/016/0001553008,여름이면 한강에... :: 네이버 뉴스
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/index.nhn,해외축구 : 네이버 스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=139&aid=0002116173,"포체티노 토트넘, 올 시즌 우승컵 필요...TOP4로는 안 돼 :: 네이버스포츠"
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/index.nhn,해외축구 : 네이버 스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/basketball/index.nhn,농구 : 네이버 스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/basketball/news/read.nhn?oid=398&aid=0000027238,"美 대표팀, 연습경기로 조직력 다지기…테이텀 17점 최고 활약 :: 네이버스포츠"
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=477&aid=0000200883,"‘6년 합의라면서…’ 데 헤아, 재계약 서명 안 했다 :: 네이버스포츠"
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=108&aid=0002803171,로버츠와 언쟁 레이 그는 팀 위해 가짜로 화낸 것 비난 :: 네이버스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/schedule/index.nhn?category=epl,"일정, 프리미어리그 : 네이버 스포츠"
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/video.nhn?id=570268,네이버 스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/index.nhn,해외야구 : 네이버 스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=109&aid=0004065504,"경기 후 벤치 클리어링, 다저스-AZ의 라이벌 감정 폭발 :: 네이버스포츠"
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/index.nhn,해외야구 : 네이버 스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/vod/index.nhn,"영상, 해외야구 : 네이버 스포츠"
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/vod/index.nhn?category=mlb,"영상, 해외야구 : 네이버 스포츠"
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=477&aid=0000200855,얌전히 경기보다가 퇴장…아무 말 안했다 격분 :: 네이버스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=109&aid=0004065618,사구 논란→손가락질→로버츠의 분노...벤클 어떻게 일어났나 [오!쎈 영상] :: 네이버스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=139&aid=0002116214,‘290억 → 1030억’ 상승한 롱스태프 몸값… 우유부단한 우드워드 실책 :: 네이버스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=477&aid=0000200856,"“마에다 가장 쉽고, 류현진 가장 힘들어” 애리조나 언론 예상 :: 네이버스포츠"
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/index.nhn,해외야구 : 네이버 스포츠
D***,201908**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=512&aid=0000000055,"추신수 MLB일기-12 미국에서 야구하는 아버지, 그곳에서 태어나고 자란 아이들 :: 네이버스포츠"
